view	feature_id	Factor1	Factor2	Factor3	Factor4	Factor5	source_dataset	upstream_baseline	analysis_method
rna	YOR383C	0.10477977109936737	0.10915081552012124	0.00015621072317738288	-0.20377661727497207	-0.015914608693976488	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X875-augustus_masked-YCC-11519	-0.2992901615003038	-0.08890828987561393	-0.0037387132983104426	0.15321261420692664	-0.012587506912875591	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X36-augustus_masked-2-CGIPLA_MA	0.5136019690223937	-0.020337849969906337	0.019816733341190766	0.22597264920396024	-0.18495674800284256	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X13-EC1118_1N26_0012g	0.15033834830621318	-0.00024938854160605256	0.0051104835326638036	0.4070985718652606	0.5176728811050842	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1446-maker-CDM_4-7429	0.303829143306944	0.008974723828740164	0.1254387981918668	-0.07280194390664578	0.0573944788935944	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X47-RTM1-R-14851-	-0.11492516905458623	0.007118343078907793	-0.274754390135252	0.42111675344217303	-0.2551993417307416	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YIR042C	-0.2793468660603005	-0.010519763534302435	-0.1026729442894781	0.1958709620552385	-0.06555314837265758	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X15-EC1118_1N26_0034g	0.14888054083193672	-0.02064153806174149	0.04931322549969685	0.36059362935059797	0.523290276448125	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X144-augustus_masked-182-ABQ_6	0.0011190068488296497	-0.05688593649172439	0.00573552700014381	0.007458493367990804	-0.12125251374142855	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X14-EC1118_1N26_0023g	0.14746200866429396	2.4559058357664638e-05	-4.370965635402069e-05	0.4056243908329628	0.48566054416498006	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X17-EC1118_1N26_0056g	0.15061283392694758	4.123292379638264e-06	-0.00010832280650901872	0.3897475042650156	0.49416723405103047	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YAR070C	-0.22881115969462054	-0.07717500907094571	-0.03611489655884315	0.08787522427046797	-0.037699538618147004	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X20-EC1118_1O4_6502g_NumOfGenes_2	0.1854335890236827	-0.0029217432454242847	-0.01360290885093235	-0.006070144414158565	0.04001436561070363	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YPL187W	-0.0021867607522940953	-0.040043615789168166	0.001244210303499082	0.033985386761379105	-0.13348598877423604	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X252-augustus_masked-516-ADN_4	-0.2830968383385107	0.08360627352084524	-0.002456550988171149	0.1359111378147681	-0.1629864445095986	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YNR074C	0.17351275968123972	0.12131607788064257	0.1636920590470818	-0.11424393360811375	-0.010878772559319001	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X23-EC1118_1O4_6546g	0.13873059405344274	-0.0008023181925762231	-0.07001649597536423	-0.0005135339093521859	0.003717860609656342	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1532-maker-CCR_1-6225	-0.10493425592361519	0.007501285710335911	-0.03969763192368383	0.1392683419710685	-0.1123124346164692	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YIL082W	-0.1935092851061704	0.06383902679465124	0.0016372976859916504	0.247459373026433	-0.17000083886256	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YIR019C	-0.059839306531045196	-0.12077720090520458	0.003443885783317751	0.0008157412972983898	0.06114212478699756	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X16-EC1118_1N26_0045g	0.14058459981780413	-0.028644448103953203	0.06632680473508482	0.26653575972873267	0.4704504046996086	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X649-snap_masked-5079-CKG_4	-0.14087966273883826	0.011441275500270688	-0.04436704139301793	0.12663310533669758	-0.1041749736894055	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X932-augustus_masked-BAP_7-7168	-0.24494191724423692	-0.005363187846868171	-0.006851400501068116	0.0001520711492252757	-0.0437492296286377	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOL155W-A	-0.13848101066555063	0.005001455827063636	-0.07319893850594994	0.07092444327543658	-0.1210120851931915	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGR234W	0.1421258143610571	-0.08683631422257324	-0.0026527062563879676	-0.11572668566675183	0.01817142075686232	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X26-EC1118_1O4_6579g	0.11605820634330465	-0.009828793875724037	-0.058941365940741876	0.000927956412757554	0.0026136030426581803	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YBR299W	-0.11625165633764623	-0.00522826975366953	-0.21748821393223827	0.2800315388160426	-0.025553407699398487	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1033-augustus_masked-BCH_5-11150	-0.038833493053978166	-0.08953167359487839	0.05099886197225215	0.0002672408544187826	0.12215172956603086	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X28-EC1118_1O4_6623g	0.11456986926009516	-0.010941198490571298	-0.05073312491395578	-0.00029916805506927444	0.0025707643884919145	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YNR075C-A	0.20394494907375793	0.07265739766464811	0.10409214486279984	-0.12022343463904074	0.012228976418217586	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGR292W	-0.14162402327561394	-0.004258006340203669	-0.21366278087471222	0.2829558896060438	-0.046296082219491795	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOL159C-A	-0.17565546807163582	0.014132814458339787	-0.002999970771125687	0.15732059547482988	-0.10251769098474064	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YNL145W	-0.004019109458230767	-0.1005024118031255	0.0007286540585879355	0.009180987904306742	-0.06596831309339028	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X172-augustus_masked-253-BFM_3	-0.11215559690443608	0.0022377833289741085	-0.19158358964138786	0.33482274711705506	-0.20330915078148115	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YHR214W-A	0.19348725662100058	-0.002197484022660244	0.0053681610628616315	-0.013508938657921814	0.1221738963835987	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YAR068W	0.18496820027478303	-0.003338683797796834	0.0008460059795949445	-0.04795518055039374	0.0996077267939206	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YNR075W	0.15794171418085673	0.13688970555885552	0.09726350114898034	-0.031214719528226405	-0.05309057217458308	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1032-augustus_masked-BCH_5-11150	-0.12544955570052713	-0.10110418676988031	0.0025492318208838807	0.06940219339611974	0.08296424335468422	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X209-augustus_masked-310-ALB_3	-0.18651543754696787	-0.01123896171455135	-0.08360394458620121	-0.0005267692832784332	-0.08772259138615866	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X77-augustus_masked-11963-BDM_5	-0.11110200798841	0.002263041515113961	0.009951964508069393	0.13828781106952012	-0.051574082115002494	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X19-EC1118_1O4_6491g	0.15476428481830273	-0.002178402807682589	-0.011230641802592948	-0.003872457338175634	0.034498660391999905	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1284-augustus_masked-APC_4-8186	-0.12018946176217617	-0.0007819633126715598	-0.0693036713930039	0.17787352096354467	-0.07370334602302048	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOR385W	0.028255092478127464	0.07947387293596424	0.0010290382181613912	-0.17585235061238677	0.004987832625365095	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X160-augustus_masked-223-BFM_3	-0.2531866517342088	-0.06507597938373907	-0.10686801606690019	0.059792720614407796	-0.000817724456824447	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YLR156C-A	-0.010544295310801019	-0.0012748000443812298	-0.05399722032703298	0.015366465976999723	0.000342207609760031	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YLR159C-A	-0.010167485555048084	-0.0012920797502619398	-0.054108532517643734	0.015604346448551656	0.00024677296933330235	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOL158C	-0.07779150155259022	0.07894218519360152	-0.07360909116571059	0.05499491511809384	-0.18168501835063913	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGL255W	0.09931177154695174	2.3101213476875443e-05	-0.0008149024700214855	-0.10701304127646952	-0.0002347120591299707	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X906-augustus_masked-BIL_3-4712	-0.04193055044783309	-0.001222513701638351	0.00461945812263162	-0.0023902673366057196	-0.03335297090252004	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X930-augustus_masked-ADV_4-6333	-0.00021155644463317062	0.017937364611038495	0.02711406945972724	0.1572512808540838	-0.026837090699914176	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YBR301W	0.003198402766171261	-0.06722662398305428	0.06930802746888759	-0.024107245600399858	0.007297901172044165	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YFL020C	-0.059939225266829585	-0.00033548523103546436	0.21034238536669866	-0.0016682179949952989	-0.0002953607686467157	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOL159C	-0.06252005121325753	0.0653198283058366	0.0008572527986937427	0.0885595565654245	-0.1710915313922911	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YFL056C	0.003731755520915886	-0.00038343600130471677	0.11588013349980275	-0.17949659261162618	0.0632510971637569	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X27-EC1118_1O4_6612g	0.10608034399464249	-0.01042962002537415	-0.0395197803567008	-0.00022801133377897025	0.0033101821589330916	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YER138W-A	0.20640639261395027	-0.0025219455636140645	-0.051545450660046184	-0.04916962398453709	-0.006034695207260343	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X457-maker-208-BFM_3	-0.07470618238998646	0.01430229345834015	0.04752401331466698	-0.04248922731060867	-0.0703107754730776	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YDR461W	-0.026337106806843005	-0.08779168814279859	0.003542835708986001	0.0011502132223254018	-0.05168565203697109	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOR010C	0.08251881907680131	-0.026867417433782695	0.16858884094369636	-0.034979910492884785	0.05633100550547014	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YHL047C	0.00011974800255065053	6.242430774595704e-05	-0.007688497903488414	-0.0006055186802808764	-0.09490740117052615	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X517-maker-6533-ADE_2	-0.08852986647247924	0.0010540220026224278	-0.026032688057019995	0.05636757364477457	-0.06941833524364409	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YMR046W-A	-0.21354277826099183	-0.0031657140718565633	-0.10609166122310086	0.23543758636085296	-0.11575627549044604	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1248-augustus_masked-CCR_1-6225	8.371356950122755e-07	-0.10385788573644447	0.052130048195587975	0.09252939565458178	0.01583056873133071	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YAR027W	0.21097610844977058	0.004328556668769499	0.041443649028678003	-0.06080543129755554	0.000402535540355322	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YAR029W	0.012150202300468536	0.03679343017424145	-0.007597154227239289	0.011611155440365856	-0.09442344537044017	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YEL073C	0.11250238259607187	0.05163616063747463	-0.04294836304847071	-0.0043006067815761625	-0.057421867136337776	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X426-maker-115-YCE	0.11871284279488299	0.06611852236864034	-0.00947265290641386	0.11378115850699871	-0.028428266568012475	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X143-augustus_masked-175-YCE	-0.16541809791594017	0.06833970191153214	-0.03905830813791486	0.18111227712210665	-0.13119462203694698	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOR009W	0.013317915327501052	-0.06610541950187039	0.08817061092770502	-0.059257254379342775	0.012579320826609936	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X904-augustus_masked-BIL_3-4712	0.04317251843545814	-1.3540340289790677e-05	0.002710260333761061	-0.004466728284763551	-0.000776505405221998	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YBL107W-A	0.2151361255226572	-0.005375537934537909	-0.06528244340110496	-0.007854472549201465	0.0022351850296111627	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YBL108C-A	0.12243143384038235	-0.020229188539137202	0.000755102552667378	-0.027039550985260303	0.027749115591872296	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X470-maker-253-BFM_3	-0.09655326629376185	0.002448570500597652	-0.16514353766808632	0.28641519551000827	-0.17188562433015375	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YJR155W	0.04020875914691444	0.023592003579711945	0.13452437404742815	-0.03694425571578971	0.06841872535427698	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1525-maker-CQS_4-6365	2.6725865994684487e-05	0.022190177837631015	0.06234060797655681	-0.005617281974884553	-2.8984634795311295e-06	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YAR020C	-0.09638252380074883	-0.001055494220586697	0.15233104583102494	-0.0008682066562453176	0.00157829052396266	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X251-augustus_masked-515-ADN_4	-0.19983490122602415	-0.0020900693824058856	0.06960561020418675	0.17128749303069346	-0.09077325835321479	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YLR411W	-0.07142863117076391	-0.011266178331994642	0.002003145748079084	0.002109133537034516	-0.012809471109527116	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1212-augustus_masked-BCG_8-12612	-0.1343829689385504	0.001469495057787453	-0.09054461772740413	0.2711262130637602	-0.00041535044702741236	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGL258W	0.053354123876454475	-0.04934030339113989	-0.061766305871292206	-0.010532127272187367	0.018047521435481467	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGL032C	-0.00017277853388795983	-0.08529365735604504	0.005050385786666193	0.0019122024869293996	-0.06591703983092856	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGR288W	-0.0780933881755533	0.06304373109623038	-0.08556120919617625	0.059829480943561324	-0.1298579684881529	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YJR005C-A	-0.11458080426614432	-0.0046510588364752515	-0.15227414697483624	0.14156649286970882	-0.006461304573003181	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	X1107-augustus_masked-AFA_4-7928	-0.006325690500759491	-0.06392392787273726	0.02557640022982879	-0.0023384921186928582	4.849462871244727e-06	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YNL333W	-0.10155758915887049	-0.053484488180570486	0.061242774864593036	0.13722058150710045	0.00047445359167882264	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YGL053W	-0.16234938364282797	0.0026403656766953256	0.0003817843547719484	0.13618392548269154	-0.09427906919363757	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YHR216W	0.24455354511209162	-0.002924570031742803	-0.03351338819198004	-0.1289220327099775	0.019973648630495677	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YOL154W	-0.07152883529756932	-0.0003844327394909216	-0.033123804475964067	-0.0013890183817026388	-0.041699024640561966	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
rna	YLL025W	-0.0793746110722111	-0.0021435105085927737	0.1417346714287818	0.004022786569421955	0.0011152279655438759	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YLR134W	0.011890343855156273	0.0020412806528200722	-0.13907811343383794	0.24186429802770157	-0.006143748322865252	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YGL256W	0.30595092483537517	0.15360609064238304	-0.19084926465938212	-0.16836611000511412	0.007632515558133246	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YCL026C-B	0.33960921263200844	0.1414345463135245	0.1255628104206342	-0.2017029771226862	0.10826525917284945	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YOR375C	0.027778894818286305	0.17553995740095413	0.12025981668925974	-0.10673769741839981	0.02394423408380055	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YDL182W	-0.00036946237740415945	0.6442996904336576	-0.1808717617210128	-0.0006364903466415759	0.03202481447956162	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YLR303W	0.0026769976853644587	0.2296360811469897	0.10608272087874797	0.12463137739628129	-0.029641005000557163	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
protein	YGL062W	-0.0018105961119741826	0.1845905386881714	-0.010486424144965121	-0.01670090122180263	-0.003550575205718874	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
