sample_id	Factor1	Factor2	Factor3	Factor4	Factor5	source_dataset	upstream_baseline	analysis_method
ACI	0.7004699788513591	-2.98358458864513	1.5321054723838363	1.928138583210563	-3.7133592939261355	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACK	-3.6515540516945793	0.14071859388033897	0.6575997360784951	0.03881870359399786	-0.8738994882831852	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACL	-1.9412520446339534	-3.882395816543201	-3.397320555069366	-1.261565571513313	-0.4478064289407961	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACM	-3.495804360676189	2.6841370312625616	-1.2853000520278755	0.1672695972785142	-0.869447149239125	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACN	1.7586266035373368	-2.3943944513820727	-0.590724948137455	-0.941722908931466	-1.6647951672966574	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACP	2.1432396456484626	0.36136894276944553	-2.094390691867416	-1.5331747688564425	-0.9562094533751485	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACQ	-1.4821459141821844	-1.354693172456904	0.9161763813611599	-0.5268982657625252	-1.0462618695034087	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACS	1.6328228257094861	1.5627826783651324	0.6978270475194718	-0.17217430093135497	-2.292101831511299	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACT	1.6726892847917816	-2.2360643502724553	1.1728538854772723	0.5676894422666204	2.456852697415052	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ACV	1.553384414585264	1.0949845338600104	0.5640788773640897	1.2022075291989085	2.146110630387412	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADB	1.261745814757234	1.5048832130755598	1.1511044896763334	-0.4437807192613118	-1.1155874989434442	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADC	1.989346832039875	-4.2167781478687445	0.41547139966320623	0.15939205171279733	1.1193094930765954	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADD	1.979699170778549	1.323542863347687	0.7787660588782396	-1.4869191140479852	-1.4012402447448729	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADE	-2.8296248030276034	1.0893954624560547	1.98391503823608	-1.0900304816607087	-0.3003114211548135	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADG	-2.7341534845451902	-0.7088027955373334	1.1275209674065831	-1.445749869036974	-0.13011071944883398	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADI	2.044586480092892	0.9633270755474808	-0.9614102361248889	-1.6952431835188895	-1.1177985185879935	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADK	1.1221378387193683	1.7061134900129364	1.3977359219997123	1.66849175325071	1.1404306842481786	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADL	-0.0699669365932939	-0.7357880256847135	-1.4046141264735914	2.6521738378723643	-0.9202370703774382	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADM	0.5951559674456164	1.417534664238806	-3.5782806346767506	2.4091963127856224	-0.894215170818907	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADN	-3.238843576785354	-2.421688846083676	-2.242582571263229	-0.575059643747369	-0.5624947104582197	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADR	1.8739534637161146	-1.7977129009199215	0.6860153564677111	0.6142384358768733	1.2476930668918176	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADS	2.177139112074587	1.2051226861615385	-0.035995408105326754	-1.6976165209438572	-1.2306623810592532	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADT	2.0088896251399846	-0.7790717261896865	-1.0175162110447584	-0.7494508930003067	-1.3967434206716354	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
ADV	-2.881553788531982	-1.5306710981629588	1.3224879461272538	0.030903179424340177	-1.203562326071824	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEB	0.7643517373896729	-0.7089738077713071	-2.382391728590539	0.18544299188928764	-2.2072052298715583	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEC	0.5532521677679273	-0.6141979978948344	-1.313309481605694	0.7840092264478444	-2.593954445714335	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEE	0.5932776007300263	1.4608475625475241	-2.508247502155471	0.5525200989798718	-2.460454556917458	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEF	-1.3224693036075117	-3.370398501178139	-3.2756212282752095	-0.014493611409436141	-1.2436648419681724	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEG	0.5270980615958314	-2.2170542884914495	1.4359166597729518	1.3746191571164639	-3.243614916248412	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEI	0.028644423472406186	-1.1648020999253779	1.2847571766478347	1.2347673785522206	-2.908654609292358	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEL	0.4290454011862499	-3.0184945472674	-3.291623967764492	2.761186285776317	0.2880147215544593	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEM	0.3394461073788583	-1.45311991822111	-2.847403304935191	1.7736595860175313	-3.191957401072726	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEN	-2.137186018894116	-1.7308128899634996	-2.8025946157138963	-2.141692306008505	0.4719738330234222	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEP	-3.5595712806273174	-2.498643302093757	1.0875653501657256	0.4427382887932312	-1.2266351347589974	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AEQ	1.478621140240942	-4.124977057759687	-3.033102378106657	1.0021005270652654	1.4633663640830057	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AER	0.7165716294453278	-3.0147454749448492	-3.2504046951036454	2.09989520625202	-1.2051922001366848	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AET	-1.3954011843926855	-4.142151996620622	-2.346013347161137	-2.449156808917771	0.8972640319852687	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFB	0.5016409096401151	0.18388123631238504	1.0849946076310195	2.599393625226532	0.6450563341828874	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFC	0.7326064461193735	-0.2768437790742068	-2.260049035148155	2.7357485595397417	0.2906298520452144	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFD	0.6978074142464888	-1.9911918575981378	2.9216784342270534	2.0660337015360484	0.6635028864396247	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFE	1.2892872380917353	-2.424516710660508	-4.760989966847302	1.4728904413250798	-0.3371484840729947	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFH	-2.5765690887588	-2.7156337770996672	-2.3053241018967627	-1.5327953886226544	0.015991139024289742	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFI	1.3289002205540257	-3.9062438788455793	1.2088862037216954	-0.24933167172834708	-2.150291950669946	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFK	-2.2540943398517332	0.6321980069296349	-4.194684987450187	-1.6415805151503053	0.08981237429512098	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFM	-2.851134625608333	-2.683215285965154	-4.206689786788314	-0.7010362082439398	-0.46958584618245525	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFN	-2.0605153733742596	-2.9722153605735477	-1.3923251908659176	-0.882546625077203	-0.39722675689393544	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFP	0.28012687154021454	-2.6339213007018483	2.6886934495311987	3.6293376639434065	0.8695193984959454	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFQ	0.888126387198381	-0.3557221948684201	2.9791859389295423	0.2548449051756989	-2.486004286508276	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFR	1.372849882344778	-0.9315802474759479	-0.254126650987648	1.1273566779249393	0.6472741131315041	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFS	-2.0099897224436196	-1.6685357662377927	-3.449979818740535	-1.4512746998118942	-0.16059735905895514	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFT	0.22681073976381977	0.964731259514052	-4.207746949523951	0.7885128331231438	-2.442292046764668	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AFV	1.911784928883237	-2.9894233694502717	-1.0254962349506327	-1.0288168082015015	-1.6227409131677535	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGA	2.3292890936516275	-0.2496298345748574	-0.5075449554825622	-2.3324132679278833	-0.795051883247596	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGE	0.7613443710605254	-0.5275841389281895	-4.865053881683965	1.8972080368136324	-0.5751911182720951	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGG	-3.0580665538940552	0.4356542685426526	1.9270192930700136	-0.21524241542894798	-0.8969105409017404	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGH	1.427918008206622	-1.8846830223386948	2.649673681703925	1.1415677431338942	2.3645910618772987	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGI	2.0277556368159635	2.1784891403434115	1.0489302461141794	-1.118269731753776	-1.6745943521846152	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGK	0.6241552414554947	-2.0154974806284205	-4.714455659843368	2.7760148137484744	0.25353408312762804	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGL	1.5283010849790077	-3.490931647454345	-0.5800350896684063	-0.9166115219679616	-1.0584592529803598	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGM	0.93568051424642	-2.1035174196853106	0.18829822963313164	3.0339339392207605	0.03847643227323067	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGN	-1.733508148800176	-1.4367545553061736	-0.9252684420304411	-2.5099935514622356	0.500261331678147	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGP	-2.5198139331770055	-2.3392655133410956	1.6054311367680225	0.6701136180682411	2.647297923959774	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGR	-0.32465252266278716	-1.2533627054798644	1.9424325839059122	2.7889781409808765	-4.013564756090432	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGS	2.275931415861975	-1.5326923390715554	1.6464407553030294	-2.211725508169502	-0.9529942462382756	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGT	0.6644089660715671	3.903177383961795	0.5682850993519273	3.368039420693318	0.719397809200736	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AGV	2.1233949321340315	1.0981137667287937	1.1356886428206119	-1.4008808478275678	-1.41329989087059	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHA	0.5003794560575044	-1.4965679468331985	-0.10419504507990013	4.158152273289293	0.3245291044218882	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHB	1.5897543220909702	-0.349543523818375	1.814756279738124	1.2049898135632022	0.1797737699264522	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHC	1.2783729887705721	-1.1932008645676024	1.3253594482976923	1.683724485039039	0.8931201505867875	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHD	2.025481007249507	-1.5819989818505913	0.15587505565210213	-2.044736882020686	-0.6145125475744753	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHE	-2.0697021307520935	-1.78396161458993	2.4607803556449945	-2.2647435995087517	0.3654398867531299	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHG	3.118837001347668	-3.174780065962775	-1.656348177967292	0.6915689448925779	2.533926200673378	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHH	-2.670218902101406	0.9627459943293962	-3.2761999500272814	-1.2242276404678474	-0.1804657273709003	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHI	0.6300459776810293	-1.0418074166630826	-0.41344208139547556	-0.5491168621131277	2.7156712496424205	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHK	1.4997870237130297	-3.827144618580243	-0.7614591829391989	-0.9158040938368506	-1.6658094945600987	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHL	-1.644671451141614	-0.8777281504459963	-0.7394085938744871	-1.7436171408454528	0.13360690241740003	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHM	1.8614609644927396	-3.6898632503577025	-0.2971428897884616	1.6711614372383927	2.021322778630127	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHN	2.6278211902890387	-0.6005894341486703	-1.6770401469105218	-1.8793880093920283	-1.264014457868236	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHQ	-0.4618989912703789	-3.0006615736216156	-2.7682253945910444	0.037760324889873714	1.5251541661895713	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHR	2.2257029859125117	0.9404699668720958	-0.722227628468339	-1.9493450789221203	-1.10534912925312	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
AHS	-2.609972108602948	0.008779063885792734	-2.01247708977047	-1.3848733368559463	-0.06235899433922359	PXD044523_Zenodo_author_processed_RNA_protein	micro_pilot_processing_20260730:v1.0.0	MOFA2_unsupervised_gaussian_two_view
