feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000241659.1	WP_000241659.1	EW036_RS21485	thrB	homoserine kinase	0.0004998375	thrB — homoserine kinase	search FASTA description + reference GFF	27.096483147021747
PROT:WP_000242755.1	WP_000242755.1	EW036_RS02215	crp	cAMP-activated global transcriptional regulator CRP	0.0004998375	crp — cAMP-activated global transcriptional regulator CRP	search FASTA description + reference GFF	31.910437096346797
PROT:WP_000243741.1	WP_000243741.1	EW036_RS02975	rapZ	RNase adapter RapZ	0.0004998375	rapZ — RNase adapter RapZ	search FASTA description + reference GFF	30.335561401000145
PROT:WP_000246011.1	WP_000246011.1	EW036_RS11930	gadC	acid resistance gamma-aminobutyrate antiporter GadC	0.0004998375	gadC — acid resistance gamma-aminobutyrate antiporter GadC	search FASTA description + reference GFF	34.22225314516921
PROT:WP_000246149.1	WP_000246149.1	EW036_RS06040	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.0004998375	ispD — 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	search FASTA description + reference GFF	27.04929629069756
PROT:WP_000246815.1	WP_000246815.1	EW036_RS02295	rpsL	30S ribosomal protein S12	0.0004998375	rpsL — 30S ribosomal protein S12	search FASTA description + reference GFF	31.86169392928962
PROT:WP_000246882.1	WP_000246882.1	EW036_RS20575	rpsB	30S ribosomal protein S2	0.0004998375	rpsB — 30S ribosomal protein S2	search FASTA description + reference GFF	35.325582566974376
PROT:WP_000247881.1	WP_000247881.1	EW036_RS08065	nuoC	NADH-quinone oxidoreductase subunit C/D	0.0004998375	nuoC — NADH-quinone oxidoreductase subunit C/D	search FASTA description + reference GFF	32.96554596572398
PROT:WP_000249175.1	WP_000249175.1	EW036_RS03270	lpoA	penicillin-binding protein activator LpoA	0.0004998375	lpoA — penicillin-binding protein activator LpoA	search FASTA description + reference GFF	30.706135789881827
PROT:WP_000249371.1	WP_000249371.1	EW036_RS04225	gspE	type II secretion system ATPase GspE	0.009807684	gspE — type II secretion system ATPase GspE	search FASTA description + reference GFF	28.109069137235146
PROT:WP_000249989.1	WP_000249989.1	EW036_RS24825	polA	DNA polymerase I	0.0004998375	polA — DNA polymerase I	search FASTA description + reference GFF	31.84196536210208
PROT:WP_000250227.1	WP_000250227.1	EW036_RS22255		hypothetical protein	0.0004998375	EW036_RS22255 — hypothetical protein	search FASTA description + reference GFF	24.558790173981368
PROT:WP_000250634.1	WP_000250634.1	EW036_RS12505	ydhF	aldo/keto reductase	0.0004998375	ydhF — aldo/keto reductase	search FASTA description + reference GFF	29.960132254730823
PROT:WP_000251758.1	WP_000251758.1	EW036_RS12870	pfkB	6-phosphofructokinase II	0.0004998375	pfkB — 6-phosphofructokinase II	search FASTA description + reference GFF	32.41886751685373
PROT:WP_000252401.1	WP_000252401.1	EW036_RS12960	cho	excinuclease Cho	0.0037620205	cho — excinuclease Cho	search FASTA description + reference GFF	21.043095057107266
PROT:WP_000253971.1	WP_000253971.1	EW036_RS01865	glgC	glucose-1-phosphate adenylyltransferase	0.0004998375	glgC — glucose-1-phosphate adenylyltransferase	search FASTA description + reference GFF	31.10729628707253
PROT:WP_000254365.1	WP_000254365.1	EW036_RS17845	sdhD	succinate dehydrogenase membrane anchor subunit	0.0004998375	sdhD — succinate dehydrogenase membrane anchor subunit	search FASTA description + reference GFF	26.07224351011566
PROT:WP_000254708.1	WP_000254708.1	EW036_RS06060	pcm	protein-L-isoaspartate O-methyltransferase	0.00077907747	pcm — protein-L-isoaspartate O-methyltransferase	search FASTA description + reference GFF	25.6307136844484
PROT:WP_000254839.1	WP_000254839.1	EW036_RS07455	cysZ	sulfate transporter CysZ	0.0005251891	cysZ — sulfate transporter CysZ	search FASTA description + reference GFF	24.43435472454006
PROT:WP_000255034.1	WP_000255034.1	EW036_RS15965	mglA	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	0.0004998375	mglA — galactose/methyl galactoside ABC transporter ATP-binding protein MglA	search FASTA description + reference GFF	27.37393135673983
PROT:WP_000255987.1	WP_000255987.1	EW036_RS18760	ppiB	peptidylprolyl isomerase B	0.0004998375	ppiB — peptidylprolyl isomerase B	search FASTA description + reference GFF	33.03237483886716
PROT:WP_000256203.1	WP_000256203.1	EW036_RS16165	yejM	LPS biosynthesis-modulating metalloenzyme YejM	0.0004998375	yejM — LPS biosynthesis-modulating metalloenzyme YejM	search FASTA description + reference GFF	25.73005792025945
PROT:WP_000256450.1	WP_000256450.1	EW036_RS06590	rpsP	30S ribosomal protein S16	0.0004998375	rpsP — 30S ribosomal protein S16	search FASTA description + reference GFF	34.71904401072689
PROT:WP_000257181.1	WP_000257181.1	EW036_RS21240	apaH	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	0.0004998375	apaH — bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	search FASTA description + reference GFF	27.404162964729828
PROT:WP_000257278.1	WP_000257278.1	EW036_RS23190	efp	elongation factor P	0.0004998375	efp — elongation factor P	search FASTA description + reference GFF	31.650324737335875
PROT:WP_000257293.1	WP_000257293.1	EW036_RS02895	sspA	stringent starvation protein SspA	0.0004998375	sspA — stringent starvation protein SspA	search FASTA description + reference GFF	33.40077253684449
PROT:WP_000257409.1	WP_000257409.1	EW036_RS12050	glsB	glutaminase B	0.0004998375	glsB — glutaminase B	search FASTA description + reference GFF	23.64774406378368
PROT:WP_000257738.1	WP_000257738.1	EW036_RS13495	yebG	DNA damage-inducible protein YebG	0.0004998375	yebG — DNA damage-inducible protein YebG	search FASTA description + reference GFF	26.05396687545728
PROT:WP_000258253.1	WP_000258253.1	EW036_RS07215	yffB	ArsC family reductase	0.0004998375	yffB — ArsC family reductase	search FASTA description + reference GFF	29.083758156863755
PROT:WP_000259031.1	WP_000259031.1	EW036_RS26155	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	0.0004998375	sul1 — sulfonamide-resistant dihydropteroate synthase Sul1	search FASTA description + reference GFF	26.84688549634156
PROT:WP_000262171.1	WP_000262171.1	EW036_RS04025	gpr	L-glyceraldehyde 3-phosphate reductase	0.0004998375	gpr — L-glyceraldehyde 3-phosphate reductase	search FASTA description + reference GFF	29.492000774770684
PROT:WP_000262536.1	WP_000262536.1	EW036_RS15385		glycosyltransferase	0.0017134635	EW036_RS15385 — glycosyltransferase	search FASTA description + reference GFF	23.57487883964476
PROT:WP_000263098.1	WP_000263098.1	EW036_RS24190	rpoB	DNA-directed RNA polymerase subunit beta	0.0004998375	rpoB — DNA-directed RNA polymerase subunit beta	search FASTA description + reference GFF	35.69122882965693
PROT:WP_000263355.1	WP_000263355.1	EW036_RS17850	sdhC	succinate dehydrogenase cytochrome b556 subunit	0.0004998375	sdhC — succinate dehydrogenase cytochrome b556 subunit	search FASTA description + reference GFF	27.019247153893534
PROT:WP_000263563.1	WP_000263563.1	EW036_RS08915	appC	cytochrome bd-II oxidase subunit 1	0.0004998375	appC — cytochrome bd-II oxidase subunit 1	search FASTA description + reference GFF	29.168958264280107
PROT:WP_000264790.1	WP_000264790.1	EW036_RS06600	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	0.0004998375	trmD — tRNA (guanosine(37)-N1)-methyltransferase TrmD	search FASTA description + reference GFF	26.234091050304908
PROT:WP_000265933.1	WP_000265933.1	EW036_RS22740	ytfQ	galactofuranose ABC transporter substrate-binding protein YtfQ	0.0004998375	ytfQ — galactofuranose ABC transporter substrate-binding protein YtfQ	search FASTA description + reference GFF	31.487931433168164
PROT:WP_000267670.1	WP_000267670.1	EW036_RS12880	yniA	fructosamine kinase family protein	0.0004998375	yniA — fructosamine kinase family protein	search FASTA description + reference GFF	31.053385839778795
PROT:WP_000270369.1	WP_000270369.1	EW036_RS23735	yjbQ	secondary thiamine-phosphate synthase enzyme YjbQ	0.0004998375	yjbQ — secondary thiamine-phosphate synthase enzyme YjbQ	search FASTA description + reference GFF	29.272903092791054
PROT:WP_000271154.1	WP_000271154.1	EW036_RS18115	nagA	N-acetylglucosamine-6-phosphate deacetylase	0.0004998375	nagA — N-acetylglucosamine-6-phosphate deacetylase	search FASTA description + reference GFF	30.93617596236641
PROT:WP_000271401.1	WP_000271401.1	EW036_RS03070	rplU	50S ribosomal protein L21	0.0004998375	rplU — 50S ribosomal protein L21	search FASTA description + reference GFF	32.36825947863872
PROT:WP_000271888.1	WP_000271888.1	EW036_RS06515	lhgO	L-2-hydroxyglutarate oxidase	0.0005135656	lhgO — L-2-hydroxyglutarate oxidase	search FASTA description + reference GFF	25.20615916446472
PROT:WP_000272188.1	WP_000272188.1	EW036_RS20595	yaeH	DUF3461 family protein	0.0004998375	yaeH — DUF3461 family protein	search FASTA description + reference GFF	32.31097410110806
PROT:WP_000273309.1	WP_000273309.1	EW036_RS06355	yqaB	fructose-1-phosphate/6-phosphogluconate phosphatase	0.0004998375	yqaB — fructose-1-phosphate/6-phosphogluconate phosphatase	search FASTA description + reference GFF	25.05755796055235
PROT:WP_000275338.1	WP_000275338.1	EW036_RS01120	xylB	xylulokinase	0.0004998375	xylB — xylulokinase	search FASTA description + reference GFF	26.22459315805068
PROT:WP_000279551.1	WP_000279551.1	EW036_RS01300	bcsQ	cellulose biosynthesis protein BcsQ	0.0004998375	bcsQ — cellulose biosynthesis protein BcsQ	search FASTA description + reference GFF	23.737109012298102
PROT:WP_000279730.1	WP_000279730.1	EW036_RS12675	sufE	cysteine desulfuration protein SufE	0.0004998375	sufE — cysteine desulfuration protein SufE	search FASTA description + reference GFF	27.315990559240404
PROT:WP_000280473.1	WP_000280473.1	EW036_RS00700	spoT	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	0.0004998375	spoT — bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	search FASTA description + reference GFF	26.913627393711767
PROT:WP_000281682.1	WP_000281682.1	EW036_RS25200	cyaA	class I adenylate cyclase	0.0004998375	cyaA — class I adenylate cyclase	search FASTA description + reference GFF	24.310174223348778
PROT:WP_000283670.1	WP_000283670.1	EW036_RS09135	ycdX	zinc-binding phosphatase	0.0004998375	ycdX — zinc-binding phosphatase	search FASTA description + reference GFF	26.797732287062203
PROT:WP_000284040.1	WP_000284040.1	EW036_RS18330	lipB	lipoyl(octanoyl) transferase LipB	0.0004998375	lipB — lipoyl(octanoyl) transferase LipB	search FASTA description + reference GFF	26.65720970323176
PROT:WP_000284050.1	WP_000284050.1	EW036_RS20315	lpcA	D-sedoheptulose 7-phosphate isomerase	0.0004998375	lpcA — D-sedoheptulose 7-phosphate isomerase	search FASTA description + reference GFF	31.759259043428727
PROT:WP_000284278.1	WP_000284278.1	EW036_RS10105	ycgM	fumarylacetoacetate hydrolase family protein	0.0004998375	ycgM — fumarylacetoacetate hydrolase family protein	search FASTA description + reference GFF	27.943434103646204
PROT:WP_000284714.1	WP_000284714.1	EW036_RS09540	lolC	lipoprotein-releasing ABC transporter permease subunit LolC	0.0004998375	lolC — lipoprotein-releasing ABC transporter permease subunit LolC	search FASTA description + reference GFF	25.73145665355973
PROT:WP_000285360.1	WP_000285360.1	EW036_RS25090	yigL	sugar/pyridoxal phosphate phosphatase YigL	0.0004998375	yigL — sugar/pyridoxal phosphate phosphatase YigL	search FASTA description + reference GFF	28.27624245670305
PROT:WP_000287253.1	WP_000287253.1	EW036_RS07760		sce7725 family protein	0.0004998375	EW036_RS07760 — sce7725 family protein	search FASTA description + reference GFF	31.297536312282887
PROT:WP_000288138.1	WP_000288138.1	EW036_RS09415	fabH	beta-ketoacyl-ACP synthase III	0.0004998375	fabH — beta-ketoacyl-ACP synthase III	search FASTA description + reference GFF	31.64079967449876
PROT:WP_000290263.1	WP_000290263.1	EW036_RS07400	cysP	thiosulfate/sulfate ABC transporter substrate-binding protein CysP	0.0004998375	cysP — thiosulfate/sulfate ABC transporter substrate-binding protein CysP	search FASTA description + reference GFF	30.60203156746225
PROT:WP_000290577.1	WP_000290577.1	EW036_RS13280	yeaY	Slp family lipoprotein YeaY	0.0004998375	yeaY — Slp family lipoprotein YeaY	search FASTA description + reference GFF	29.687011112985587
PROT:WP_000290727.1	WP_000290727.1	EW036_RS09405	rpmF	50S ribosomal protein L32	0.0004998375	rpmF — 50S ribosomal protein L32	search FASTA description + reference GFF	33.07401883772833
PROT:WP_000291272.1	WP_000291272.1	EW036_RS09555	nagK	N-acetylglucosamine kinase	0.0004998375	nagK — N-acetylglucosamine kinase	search FASTA description + reference GFF	27.9517836568039
PROT:WP_000301062.1	WP_000301062.1	EW036_RS06130		TOBE domain-containing protein	0.0016011582	EW036_RS06130 — TOBE domain-containing protein	search FASTA description + reference GFF	23.516828083943143
PROT:WP_000301660.1	WP_000301660.1	EW036_RS10600	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	0.0004998375	adhE — bifunctional acetaldehyde-CoA/alcohol dehydrogenase	search FASTA description + reference GFF	35.64889814640509
PROT:WP_000301727.1	WP_000301727.1	EW036_RS13515	zwf	glucose-6-phosphate dehydrogenase	0.0004998375	zwf — glucose-6-phosphate dehydrogenase	search FASTA description + reference GFF	32.390967537344174
PROT:WP_000301864.1	WP_000301864.1	EW036_RS02420	rplB	50S ribosomal protein L2	0.0004998375	rplB — 50S ribosomal protein L2	search FASTA description + reference GFF	36.21221965055128
PROT:WP_000312479.1	WP_000312479.1	EW036_RS23045	hflK	FtsH protease activity modulator HflK	0.0004998375	hflK — FtsH protease activity modulator HflK	search FASTA description + reference GFF	32.62550750558562
PROT:WP_000323555.1	WP_000323555.1	EW036_RS24525	uspD	universal stress protein UspD	0.0004998375	uspD — universal stress protein UspD	search FASTA description + reference GFF	32.51293057689413
PROT:WP_000323571.1	WP_000323571.1	EW036_RS01540	uspA	universal stress protein UspA	0.0004998375	uspA — universal stress protein UspA	search FASTA description + reference GFF	33.983814365305754
PROT:WP_000331383.1	WP_000331383.1	EW036_RS24660	fdoH	formate dehydrogenase O subunit beta	0.0004998375	fdoH — formate dehydrogenase O subunit beta	search FASTA description + reference GFF	27.59810645222635
PROT:WP_000331456.1	WP_000331456.1	EW036_RS22820	ytfE	iron-sulfur cluster repair protein YtfE	0.0004998375	ytfE — iron-sulfur cluster repair protein YtfE	search FASTA description + reference GFF	30.128241526909264
PROT:WP_000331707.1	WP_000331707.1	EW036_RS06965	iscU	Fe-S cluster assembly scaffold IscU	0.0004998375	iscU — Fe-S cluster assembly scaffold IscU	search FASTA description + reference GFF	29.615151828479355
PROT:WP_000331776.1	WP_000331776.1	EW036_RS20875	pdhR	pyruvate dehydrogenase complex transcriptional repressor PdhR	0.0004998375	pdhR — pyruvate dehydrogenase complex transcriptional repressor PdhR	search FASTA description + reference GFF	25.859268269044524
PROT:WP_000332036.1	WP_000332036.1	EW036_RS08305	nrdB	class Ia ribonucleoside-diphosphate reductase subunit beta	0.0004998375	nrdB — class Ia ribonucleoside-diphosphate reductase subunit beta	search FASTA description + reference GFF	31.24708046761927
PROT:WP_000333380.1	WP_000333380.1	EW036_RS20310	yafJ	class II glutamine amidotransferase	0.0004998375	yafJ — class II glutamine amidotransferase	search FASTA description + reference GFF	29.349294945034547
PROT:WP_000334086.1	WP_000334086.1	EW036_RS25585	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	0.0004998375	glmS — glutamine--fructose-6-phosphate transaminase (isomerizing)	search FASTA description + reference GFF	33.20436408234839
PROT:WP_000334229.1	WP_000334229.1	EW036_RS07940	purF	amidophosphoribosyltransferase	0.0004998375	purF — amidophosphoribosyltransferase	search FASTA description + reference GFF	32.42412870709546
PROT:WP_000337077.1	WP_000337077.1	EW036_RS18130	asnB	asparagine synthase B	0.0004998375	asnB — asparagine synthase B	search FASTA description + reference GFF	34.38528158446124
PROT:WP_000337665.1	WP_000337665.1	EW036_RS06155	hypB	hydrogenase nickel incorporation protein HypB	0.0004998375	hypB — hydrogenase nickel incorporation protein HypB	search FASTA description + reference GFF	29.14901838056133
PROT:WP_000339292.1	WP_000339292.1	EW036_RS13075	ydjA	NAD(P)H nitroreductase	0.0004998375	ydjA — NAD(P)H nitroreductase	search FASTA description + reference GFF	31.291573495001813
PROT:WP_000339804.1	WP_000339804.1	EW036_RS24925	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase	0.0004998375	ubiD — 4-hydroxy-3-polyprenylbenzoate decarboxylase	search FASTA description + reference GFF	28.527534457238275
PROT:WP_000342643.1	WP_000342643.1	EW036_RS07260	maeB	NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	0.0004998375	maeB — NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	search FASTA description + reference GFF	33.18958983487519
PROT:WP_000343172.1	WP_000343172.1	EW036_RS02085	damX	cell division protein DamX	0.0004998375	damX — cell division protein DamX	search FASTA description + reference GFF	30.75274557184765
PROT:WP_000347720.1	WP_000347720.1	EW036_RS24970	rmuC	DNA recombination protein RmuC	0.0004998375	rmuC — DNA recombination protein RmuC	search FASTA description + reference GFF	23.505713724008423
PROT:WP_000349860.1	WP_000349860.1	EW036_RS02160	cysG	siroheme synthase CysG	0.0004998375	cysG — siroheme synthase CysG	search FASTA description + reference GFF	28.23298727808668
PROT:WP_000350265.1	WP_000350265.1	EW036_RS22455	rbsK	ribokinase	0.0004998375	rbsK — ribokinase	search FASTA description + reference GFF	25.384917085178163
PROT:WP_000351279.1	WP_000351279.1	EW036_RS09130	ghrA	glyoxylate/hydroxypyruvate reductase GhrA	0.0004998375	ghrA — glyoxylate/hydroxypyruvate reductase GhrA	search FASTA description + reference GFF	27.21659339148949
PROT:WP_000351450.1	WP_000351450.1	EW036_RS18650	nfsB	oxygen-insensitive NAD(P)H nitroreductase	0.0004998375	nfsB — oxygen-insensitive NAD(P)H nitroreductase	search FASTA description + reference GFF	28.704379809569204
PROT:WP_000354249.1	WP_000354249.1	EW036_RS22025	yjhP	SAM-dependent methyltransferase	0.0004998375	yjhP — SAM-dependent methyltransferase	search FASTA description + reference GFF	24.961205684861053
PROT:WP_000354622.1	WP_000354622.1	EW036_RS02770	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	0.0004998375	accB — acetyl-CoA carboxylase biotin carboxyl carrier protein	search FASTA description + reference GFF	30.94754699441345
PROT:WP_000357259.1	WP_000357259.1	EW036_RS03055	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.0004998375	murA — UDP-N-acetylglucosamine 1-carboxyvinyltransferase	search FASTA description + reference GFF	30.423039705721852
PROT:WP_000357755.1	WP_000357755.1	EW036_RS23725	uvrA	excinuclease ABC subunit UvrA	0.0004998375	uvrA — excinuclease ABC subunit UvrA	search FASTA description + reference GFF	30.403697527479395
PROT:WP_000358930.1	WP_000358930.1	EW036_RS11935	gadB	glutamate decarboxylase	0.0004998375	gadB — glutamate decarboxylase	search FASTA description + reference GFF	34.487363187394386
PROT:WP_000358960.1	WP_000358960.1	EW036_RS02485	rplR	50S ribosomal protein L18	0.0004998375	rplR — 50S ribosomal protein L18	search FASTA description + reference GFF	32.78003473515901
PROT:WP_000359446.1	WP_000359446.1	EW036_RS09595	pepT	peptidase T	0.0004998375	pepT — peptidase T	search FASTA description + reference GFF	32.06494818420208
PROT:WP_000360408.1	WP_000360408.1	EW036_RS00785	rfaQ	lipopolysaccharide core heptosyltransferase RfaQ	0.0004998375	rfaQ — lipopolysaccharide core heptosyltransferase RfaQ	search FASTA description + reference GFF	27.825774743592348
PROT:WP_000360948.1	WP_000360948.1	EW036_RS18645	ybdF	MmcQ/YjbR family DNA-binding protein	0.0004998375	ybdF — MmcQ/YjbR family DNA-binding protein	search FASTA description + reference GFF	28.18625082292105
PROT:WP_000361455.1	WP_000361455.1	EW036_RS01570	yhiI	HlyD family secretion protein	0.0004998375	yhiI — HlyD family secretion protein	search FASTA description + reference GFF	30.880245172619144
PROT:WP_000362153.1	WP_000362153.1	EW036_RS14695		hypothetical protein	0.0004998375	EW036_RS14695 — hypothetical protein	search FASTA description + reference GFF	26.3323659782769
PROT:WP_000362389.1	WP_000362389.1	EW036_RS24135	nfi	deoxyribonuclease V	0.0004998375	nfi — deoxyribonuclease V	search FASTA description + reference GFF	23.24353454425207
PROT:WP_000365762.1	WP_000365762.1	EW036_RS25365	ilvY	HTH-type transcriptional activator IlvY	0.0005586637	ilvY — HTH-type transcriptional activator IlvY	search FASTA description + reference GFF	23.2804726244076
PROT:WP_000366127.1	WP_000366127.1	EW036_RS02900	sspB	ClpXP protease specificity-enhancing factor	0.0004998375	sspB — ClpXP protease specificity-enhancing factor	search FASTA description + reference GFF	28.91732230810508
PROT:WP_000366620.1	WP_000366620.1	EW036_RS22125		McrB family protein	0.0004998375	EW036_RS22125 — McrB family protein	search FASTA description + reference GFF	28.92549515059901
PROT:WP_000366959.1	WP_000366959.1	EW036_RS10635	yciU	HI1450 family dsDNA-mimic protein	0.0006086741	yciU — HI1450 family dsDNA-mimic protein	search FASTA description + reference GFF	26.745510277549723
PROT:WP_000368046.1	WP_000368046.1	EW036_RS12770	ppsR	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	0.0004998375	ppsR — posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	search FASTA description + reference GFF	29.771243713299334
PROT:WP_000368123.1	WP_000368123.1	EW036_RS07775	yfdC	formate/nitrite transporter family protein	0.0004998375	yfdC — formate/nitrite transporter family protein	search FASTA description + reference GFF	24.9527450715781
PROT:WP_000368514.1	WP_000368514.1	EW036_RS12975	astE	succinylglutamate desuccinylase	0.0004998375	astE — succinylglutamate desuccinylase	search FASTA description + reference GFF	25.39550724849527
PROT:WP_000369850.1	WP_000369850.1	EW036_RS10845		hypothetical protein	0.0004998375	EW036_RS10845 — hypothetical protein	search FASTA description + reference GFF	28.49564621468663
PROT:WP_000371666.1	WP_000371666.1	EW036_RS21535	robA	MDR efflux pump AcrAB transcriptional activator RobA	0.0004998375	robA — MDR efflux pump AcrAB transcriptional activator RobA	search FASTA description + reference GFF	31.52361793612969
PROT:WP_000371715.1	WP_000371715.1	EW036_RS23345	yjdI	4Fe-4S mono-cluster protein YjdI	0.0004998375	yjdI — 4Fe-4S mono-cluster protein YjdI	search FASTA description + reference GFF	27.583961446954437
PROT:WP_000372240.1	WP_000372240.1	EW036_RS01385	gadA	glutamate decarboxylase	0.0004998375	gadA — glutamate decarboxylase	search FASTA description + reference GFF	33.77126724787128
PROT:WP_000372392.1	WP_000372392.1	EW036_RS06015	cysD	sulfate adenylyltransferase subunit CysD	0.0004998375	cysD — sulfate adenylyltransferase subunit CysD	search FASTA description + reference GFF	27.155819082813498
PROT:WP_000373044.1	WP_000373044.1	EW036_RS13060	gdhA	NADP-specific glutamate dehydrogenase	0.0004998375	gdhA — NADP-specific glutamate dehydrogenase	search FASTA description + reference GFF	28.882497178286748
PROT:WP_000373366.1	WP_000373366.1	EW036_RS22090	yjhU	sugar-binding transcriptional regulator	0.0004998375	yjhU — sugar-binding transcriptional regulator	search FASTA description + reference GFF	29.248060620900088
PROT:WP_000373624.1	WP_000373624.1	EW036_RS17515	ybhL	Bax inhibitor-1/YccA family protein	0.00086613843	ybhL — Bax inhibitor-1/YccA family protein	search FASTA description + reference GFF	24.31838352529639
PROT:WP_000373941.1	WP_000373941.1	EW036_RS24145	nudC	NAD(+) diphosphatase	0.0004998375	nudC — NAD(+) diphosphatase	search FASTA description + reference GFF	24.90924332415947
PROT:WP_000374004.1	WP_000374004.1	EW036_RS24405	gldA	bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	0.0004998375	gldA — bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	search FASTA description + reference GFF	33.68133945492101
PROT:WP_000375944.1	WP_000375944.1	EW036_RS11665	opgD	glucan biosynthesis protein OpgD	0.0004998375	opgD — glucan biosynthesis protein OpgD	search FASTA description + reference GFF	29.342749242856577
PROT:WP_000376337.1	WP_000376337.1	EW036_RS07560	nupC	nucleoside permease NupC	0.0004998375	nupC — nucleoside permease NupC	search FASTA description + reference GFF	31.21796526574572
PROT:WP_000376840.1	WP_000376840.1	EW036_RS00815	rfaJ	lipopolysaccharide 1,2-glucosyltransferase RfaJ	0.0004998375	rfaJ — lipopolysaccharide 1,2-glucosyltransferase RfaJ	search FASTA description + reference GFF	26.098307860778224
PROT:WP_000377106.1	WP_000377106.1	EW036_RS21260	kefC	glutathione-regulated potassium-efflux system protein KefC	0.0004998375	kefC — glutathione-regulated potassium-efflux system protein KefC	search FASTA description + reference GFF	24.2667506465451
PROT:WP_000377224.1	WP_000377224.1	EW036_RS13780	yecH	YecH family metal-binding protein	0.0004998375	yecH — YecH family metal-binding protein	search FASTA description + reference GFF	26.768816662336107
PROT:WP_000377784.1	WP_000377784.1	EW036_RS25610	phoU	phosphate signaling complex protein PhoU	0.0004998375	phoU — phosphate signaling complex protein PhoU	search FASTA description + reference GFF	30.71686240792527
PROT:WP_000378258.1	WP_000378258.1	EW036_RS25705	yidC	membrane protein insertase YidC	0.0004998375	yidC — membrane protein insertase YidC	search FASTA description + reference GFF	31.06434635412979
PROT:WP_000378443.1	WP_000378443.1	EW036_RS06395	emrR	multidrug efflux transporter EmrAB transcriptional repressor EmrR	0.0004998375	emrR — multidrug efflux transporter EmrAB transcriptional repressor EmrR	search FASTA description + reference GFF	30.21868421509113
PROT:WP_000379257.1	WP_000379257.1	EW036_RS25415	hdfR	HTH-type transcriptional regulator HdfR	0.0004998375	hdfR — HTH-type transcriptional regulator HdfR	search FASTA description + reference GFF	23.852412632281887
PROT:WP_000383407.1	WP_000383407.1	EW036_RS25160	uvrD	DNA helicase II	0.0004998375	uvrD — DNA helicase II	search FASTA description + reference GFF	27.78845658373456
PROT:WP_000384306.1	WP_000384306.1	EW036_RS20845	yacL	protein YacL	0.0004998375	yacL — protein YacL	search FASTA description + reference GFF	27.91515004258349
PROT:WP_000384413.1	WP_000384413.1	EW036_RS06975	hscB	co-chaperone HscB	0.0004998375	hscB — co-chaperone HscB	search FASTA description + reference GFF	25.893427882208226
PROT:WP_000386550.1	WP_000386550.1	EW036_RS17445	ybiB	DNA-binding protein YbiB	0.0004998375	ybiB — DNA-binding protein YbiB	search FASTA description + reference GFF	32.249346875952014
PROT:WP_000386733.1	WP_000386733.1	EW036_RS08060	nuoB	NADH-quinone oxidoreductase subunit NuoB	0.0004998375	nuoB — NADH-quinone oxidoreductase subunit NuoB	search FASTA description + reference GFF	31.255514046345777
PROT:WP_000387388.1	WP_000387388.1	EW036_RS11505	zntB	zinc transporter ZntB	0.0004998375	zntB — zinc transporter ZntB	search FASTA description + reference GFF	27.03255473307436
PROT:WP_000387713.1	WP_000387713.1	EW036_RS07290	eutM	ethanolamine utilization microcompartment protein EutM	0.0004998375	eutM — ethanolamine utilization microcompartment protein EutM	search FASTA description + reference GFF	26.26544832367666
PROT:WP_000389811.1	WP_000389811.1	EW036_RS05075	mscS	small-conductance mechanosensitive channel MscS	0.0004998375	mscS — small-conductance mechanosensitive channel MscS	search FASTA description + reference GFF	30.443581973291465
PROT:WP_000394132.1	WP_000394132.1	EW036_RS04860	ansB	L-asparaginase 2	0.0004998375	ansB — L-asparaginase 2	search FASTA description + reference GFF	33.54367271309465
PROT:WP_000394983.1	WP_000394983.1	EW036_RS13330	yoaE	CNNM family cation transport protein YoaE	0.0004998375	yoaE — CNNM family cation transport protein YoaE	search FASTA description + reference GFF	26.742126999895607
PROT:WP_000397144.1	WP_000397144.1	EW036_RS22585	pepA	leucyl aminopeptidase	0.0004998375	pepA — leucyl aminopeptidase	search FASTA description + reference GFF	32.726739242446506
